ID,Order,SKU,Member
785,7587814,15669773,SWCSEHL
786,8328427,15669778,SWLWNSW
787,8328427,7634445,SWLWNSW
788,8328427,15669881,SWLWNSW
789,8328427,15669859,SWLWNSW
790,8328427,7590867,SWLWNSW
791,8194178,15668474,SWOOLLE
792,8194178,15668381,SWOOLLE
793,8194178,15668379,SWOOLLE
794,8194178,7624790,SWOOLLE
795,8194178,15669995,SWOOLLE
796,7824172,15668383,SWLROCE
797,7824172,15668478,SWLROCE
798,7824172,15668455,SWLROCE
799,7824172,15668378,SWLROCE
800,7824172,15668688,SWLROCE
801,8181093,15668494,SSRHSRW
802,8181093,15668685,SSRHSRW
803,8181093,15668466,SSRHSRW
804,8181093,15668594,SSRHSRW
805,8181093,15668381,SSRHSRW
806,8070264,15669856,SSRWCWC
807,8070264,92435927,SSRWCWC
808,8070264,15669910,SSRWCWC
809,8070264,15669762,SSRWCWC
810,8070264,7735707,SSRWCWC
811,8289409,15668416,SSZLLCR
812,8289409,15669814,SSZLLCR
813,8289409,15669781,SSZLLCR
814,8289409,15668467,SSZLLCR
815,8289409,15668688,SSZLLCR
816,7793755,7590867,SWLWCLW
817,7793755,15668467,SWLWCLW
818,7793755,15668688,SWLWCLW
819,7793755,15669885,SWLWCLW
820,7793755,15668383,SWLWCLW
821,8122344,15668378,SSLWHRH
822,8122344,15668465,SSLWHRH
823,8122344,15669878,SSLWHRH
824,8122344,15668688,SSLWHRH
825,8122344,7585571,SSLWHRH
826,7476772,15669780,SWCZZNN
827,7476772,15668379,SWCZZNN
828,7476772,15669769,SWCZZNN
829,7476772,15668460,SWCZZNN
830,7476772,15669860,SWCZZNN
831,8074536,15668462,SSEOLNO
832,8074536,15670267,SSEOLNO
833,8074536,15669815,SSEOLNO
834,8074536,15669856,SSEOLNO
835,8074536,34989595,SSEOLNO
836,7734225,15669777,SWNSWNZ
837,7734225,15669869,SWNSWNZ
838,7734225,15669783,SWNSWNZ
839,7734225,15669870,SWNSWNZ
840,7734225,15669780,SWNSWNZ
841,7783825,15668465,SWNSRNC
842,7783825,15669878,SWNSRNC
843,7783825,15668467,SWNSRNC
844,7783825,15668459,SWNSRNC
845,7783825,15668494,SWNSRNC
846,8089133,7580802,SWONORL
847,8089133,15668462,SWONORL
848,8089133,34986129,SWONORL
849,8089133,15668478,SWONORL
850,8089133,15668519,SWONORL
851,7719372,15669775,SWLNNNE
852,7719372,7587669,SWLNNNE
853,7719372,15669857,SWLNNNE
854,7719372,7587673,SWLNNNE
855,7719372,7630963,SWLNNNE
856,7406145,15669814,SWLSWLN
857,7406145,15669832,SWLSWLN
858,7406145,15669869,SWLSWLN
859,7406145,15669875,SWLSWLN
860,7406145,15669821,SWLSWLN
861,7526450,15668468,SWNLZNW
862,7526450,15668381,SWNLZNW
863,7526450,15668379,SWNLZNW
864,7526450,15668459,SWNLZNW
865,7526450,15670144,SWNLZNW
866,8170027,15668378,SWERWCW
867,8170027,15668416,SWERWCW
868,8170027,15668594,SWERWCW
869,8170027,15668494,SWERWCW
870,8170027,15668449,SWERWCW
871,7653432,15670157,SWNWCOL
872,7653432,15670260,SWNWCOL
873,7653432,15668687,SWNWCOL
874,7653432,7625765,SWNWCOL
875,7653432,15668459,SWNWCOL
876,7782046,15668468,SWNHZEE
877,7782046,15670250,SWNHZEE
878,7782046,15670163,SWNHZEE
879,7782046,15669863,SWNHZEE
880,7782046,15669804,SWNHZEE
881,8193965,15669872,SWLWNLC
882,8193965,15669881,SWLWNLC
883,8193965,15669791,SWLWNLC
884,8193965,7613349,SWLWNLC
885,8193965,93073679,SWLWNLC
886,8355249,15669864,SSNENRR
887,8355249,15669773,SSNENRR
888,8355249,15669856,SSNENRR
889,8355249,15669780,SSNENRR
890,8355249,15669860,SSNENRR
891,8120435,15669774,SWHRZSW
892,8120435,15669884,SWHRZSW
893,8120435,7580823,SWHRZSW
894,8120435,15669828,SWHRZSW
895,8120435,7624788,SWHRZSW
896,8183211,15668458,SSCNLEC
897,8183211,15668469,SSCNLEC
898,8183211,15668463,SSCNLEC
899,8183211,15668684,SSCNLEC
900,8183211,15668688,SSCNLEC
901,7760313,15669778,SWNHHOR
902,7760313,93289487,SWNHHOR
903,7760313,15669875,SWNHHOR
904,7760313,7575499,SWNHHOR
905,7760313,7572432,SWNHHOR
906,7749985,15669762,SWLRHSR
907,7749985,15669769,SWLRHSR
908,7749985,15668520,SWLRHSR
909,7749985,15668378,SWLRHSR
910,7749985,15669864,SWLRHSR
911,8182610,15669860,SSERNHC
912,8182610,15669872,SSERNHC
913,8182610,15669863,SSERNHC
914,8182610,15669790,SSERNHC
915,8182610,15669769,SSERNHC
916,8133653,15669887,SSERELN
917,8133653,7569801,SSERELN
918,8133653,7625765,SSERELN
919,8133653,15668381,SSERELN
920,8133653,34992815,SSERELN
921,8095702,15669780,SWRLOEC
922,8095702,15668416,SWRLOEC
923,8095702,15669856,SWRLOEC
924,8095702,15668521,SWRLOEC
925,8095702,7580823,SWRLOEC
926,8270508,15669869,SWOCEOZ
927,8270508,15669880,SWOCEOZ
928,8270508,7580823,SWOCEOZ
929,8270508,15669818,SWOCEOZ
930,8270508,15669814,SWOCEOZ
931,7362980,15668381,SWEOLLO
932,7362980,15668460,SWEOLLO
933,7362980,15668480,SWEOLLO
934,7362980,15669869,SWEOLLO
935,7362980,15668520,SWEOLLO
936,7487417,15669863,SWNWHRL
937,7487417,15669760,SWNWHRL
938,7487417,15669873,SWNWHRL
939,7487417,15669870,SWNWHRL
940,7487417,15669777,SWNWHRL
941,7341985,15669861,SWCCWNZ
942,7341985,34985989,SWCCWNZ
943,7341985,15669878,SWCCWNZ
944,7341985,15668457,SWCCWNZ
945,7341985,34987566,SWCCWNZ
946,8380659,15668378,SWENOEW
947,8380659,15668381,SWENOEW
948,8380659,15669869,SWENOEW
949,8380659,7624792,SWENOEW
950,8380659,15669887,SWENOEW
951,8096457,15670251,SWEOOLR
952,8096457,15670157,SWEOOLR
953,8096457,15668378,SWEOOLR
954,8096457,15668466,SWEOOLR
955,8096457,34992815,SWEOOLR
956,8083357,15668379,SSSHLNW
957,8083357,15670260,SSSHLNW
958,8083357,15668462,SSSHLNW
959,8083357,7586556,SSSHLNW
960,8083357,7572300,SSSHLNW
961,8120360,15668460,SSHEECO
962,8120360,15668468,SSHEECO
963,8120360,15669760,SSHEECO
964,8120360,7572433,SSHEECO
965,8120360,15668451,SSHEECO
966,8289766,15670269,SSLZROS
967,8289766,21408947,SSLZROS
968,8289766,15668460,SSLZROS
969,8289766,15668458,SSLZROS
970,8289766,15668381,SSLZROS
971,8344961,15669861,SSRZOES
972,8344961,15669772,SSRZOES
973,8344961,15669823,SSRZOES
974,8344961,15669814,SSRZOES
975,8344961,34986126,SSRZOES
976,7757206,15668470,SWOCOOS
977,7757206,15669778,SWOCOOS
978,7757206,15668467,SWOCOOS
979,7757206,15668688,SWOCOOS
980,7757206,15669772,SWOCOOS
981,8338252,15669760,SSZSNZN
982,8338252,34986129,SSZSNZN
983,8338252,15669821,SSZSNZN
984,8338252,15669878,SSZSNZN
985,8338252,15669856,SSZSNZN
986,8141498,15669790,SWLRHRL
987,8141498,15669777,SWLRHRL
988,8141498,15669872,SWLRHRL
989,8141498,15669776,SWLRHRL
990,8141498,15670269,SWLRHRL
991,8177589,15668478,SSOSHZS
992,8177589,15668465,SSOSHZS
993,8177589,15668473,SSOSHZS
994,8177589,7577025,SSOSHZS
995,8177589,15669780,SSOSHZS
996,8153266,15669860,SSZLEOL
997,8153266,15668378,SSZLEOL
998,8153266,15669864,SSZLEOL
999,8153266,15669878,SSZLEOL
1000,8153266,15669861,SSZLEOL
1001,8265380,15669824,SSRWONW
1002,8265380,15669856,SSRWONW
1003,8265380,15669996,SSRWONW
1004,8265380,7625556,SSRWONW
1005,8265380,15670267,SSRWONW
1006,7525683,15670160,SWOCNOH
1007,7525683,15670144,SWOCNOH
1008,7525683,15668689,SWOCNOH
1009,7525683,7587651,SWOCNOH
1010,7525683,15668449,SWOCNOH
1011,8108886,7684032,SWLHONH
1012,8108886,15669880,SWLHONH
1013,8108886,15669883,SWLHONH
1014,8108886,15669832,SWLHONH
1015,8108886,7577678,SWLHONH
1016,7431323,15668688,SWOECRH
1017,7431323,15668462,SWOECRH
1018,7431323,15668381,SWOECRH
1019,7431323,15668457,SWOECRH
1020,7431323,7572254,SWOECRH
1021,8353022,15668379,SSZWROC
1022,8353022,15668478,SSZWROC
1023,8353022,15669885,SSZWROC
1024,8353022,15668465,SSZWROC
1025,8353022,15668594,SSZWROC
1026,7783137,15669821,SWOERZO
1027,7783137,15668378,SWOERZO
1028,7783137,15669861,SWOERZO
1029,7783137,15668478,SWOERZO
1030,7783137,15669802,SWOERZO
1031,8131353,15670267,SWEZZLR
1032,8131353,15669790,SWEZZLR
1033,8131353,15669760,SWEZZLR
1034,8131353,15669767,SWEZZLR
1035,8131353,15669880,SWEZZLR
1036,8356860,15669856,SWOSECL
1037,8356860,15669861,SWOSECL
1038,8356860,15669835,SWOSECL
1039,8356860,7637309,SWOSECL
1040,8356860,92435927,SWOSECL
1041,8131815,15669864,SSSWORL
1042,8131815,7594820,SSSWORL
1043,8131815,15669821,SSSWORL
1044,8131815,15669875,SSSWORL
1045,8131815,15669880,SSSWORL
1046,8110925,15669875,SSSREHN
1047,8110925,7585571,SSSREHN
1048,8110925,34987110,SSSREHN
1049,8110925,15669780,SSSREHN
1050,8110925,15669869,SSSREHN
1051,8099217,15668379,SSRLORR
1052,8099217,15668457,SSRLORR
1053,8099217,15669878,SSRLORR
1054,8099217,7580802,SSRLORR
1055,8099217,7569805,SSRLORR
1056,7517755,15668379,SSZEWNZ
1057,7517755,15668688,SSZEWNZ
1058,7517755,15668465,SSZEWNZ
1059,7517755,15670260,SSZEWNZ
1060,7517755,15670250,SSZEWNZ
1061,8182845,15670157,SWHOOOO
1062,8182845,15668495,SWHOOOO
1063,8182845,15668480,SWHOOOO
1064,8182845,15670250,SWHOOOO
1065,8182845,15670196,SWHOOOO
1066,8077922,34986112,SWNNRHE
1067,8077922,34986133,SWNNRHE
1068,8077922,7587494,SWNNRHE
1069,8077922,15669778,SWNNRHE
1070,8077922,15669861,SWNNRHE
1071,7682148,15668381,SWEEWEL
1072,7682148,15668468,SWEEWEL
1073,7682148,15670251,SWEEWEL
1074,7682148,15668689,SWEEWEL
1075,7682148,15670182,SWEEWEL
1076,8374672,15669864,SWNZWNZ
1077,8374672,15669780,SWNZWNZ
1078,8374672,15669818,SWNZWNZ
1079,8374672,15669881,SWNZWNZ
1080,8374672,7735781,SWNZWNZ
1081,8065270,15669856,SSRNLNN
1082,8065270,21408952,SSRNLNN
1083,8065270,15669776,SSRNLNN
1084,8065270,34986328,SSRNLNN
1085,8065270,15669857,SSRNLNN
1086,8153963,15668381,SWEWCER
1087,8153963,15668474,SWEWCER
1088,8153963,15668465,SWEWCER
1089,8153963,15668451,SWEWCER
1090,8153963,15668455,SWEWCER
1091,8226177,15668379,SWHONHS
1092,8226177,15668460,SWHONHS
1093,8226177,15669856,SWHONHS
1094,8226177,15668462,SWHONHS
1095,8226177,34986122,SWHONHS
1096,8075477,15669821,SSZLCSE
1097,8075477,15669778,SSZLCSE
1098,8075477,15669861,SSZLCSE
1099,8075477,15668457,SSZLCSE
1100,8075477,15670267,SSZLCSE
1101,8115812,34987567,SSCZOHR
1102,8115812,15668688,SSCZOHR
1103,8115812,7572430,SSCZOHR
1104,8115812,15668381,SSCZOHR
1105,8115812,15669860,SSCZOHR
1106,8096811,34992815,SSLZLCS
1107,8096811,7580802,SSLZLCS
1108,8096811,15669766,SSLZLCS
1109,8096811,21408952,SSLZLCS
1110,8096811,15669878,SSLZLCS
1111,8254821,15668381,SWNHEEW
1112,8254821,15668377,SWNHEEW
1113,8254821,7624790,SWNHEEW
1114,8254821,7578353,SWNHEEW
1115,8254821,15669861,SWNHEEW
1116,8079383,15668381,SWNEHEC
1117,8079383,15668462,SWNEHEC
1118,8079383,15668688,SWNEHEC
1119,8079383,7572310,SWNEHEC
1120,8079383,7621912,SWNEHEC
1121,8075370,15668379,SWEWWZL
1122,8075370,15668688,SWEWWZL
1123,8075370,15668453,SWEWWZL
1124,8075370,15668478,SWEWWZL
1125,8075370,7729965,SWEWWZL
1126,8141684,15669780,SSNCONE
1127,8141684,15669869,SSNCONE
1128,8141684,15669884,SSNCONE
1129,8141684,15669821,SSNCONE
1130,8141684,15670267,SSNCONE
1131,7486173,15668467,SSZLZRN
1132,7486173,15668453,SSZLZRN
1133,7486173,7580184,SSZLZRN
1134,7486173,7736902,SSZLZRN
1135,7486173,15668460,SSZLZRN
1136,8099849,15669815,SSCEWZO
1137,8099849,15668688,SSCEWZO
1138,8099849,15668468,SSCEWZO
1139,8099849,34986129,SSCEWZO
1140,8099849,15670267,SSCEWZO
1141,8089178,15669814,SWCNZWC
1142,8089178,15669790,SWCNZWC
1143,8089178,15669887,SWCNZWC
1144,8089178,15669863,SWCNZWC
1145,8089178,15669780,SWCNZWC
1146,7618684,7587698,SWOCCHL
1147,7618684,7587679,SWOCCHL
1148,7618684,7587663,SWOCCHL
1149,7618684,15670260,SWOCCHL
1150,7618684,7543241,SWOCCHL
1151,7592127,7572300,SWEENCL
1152,7592127,7621686,SWEENCL
1153,7592127,7653522,SWEENCL
1154,7592127,7692619,SWEENCL
1155,7592127,7585573,SWEENCL
1156,8283042,15669860,SWRHLLZ
1157,8283042,15669859,SWRHLLZ
1158,8283042,15669866,SWRHLLZ
1159,8283042,15669832,SWRHLLZ
1160,8283042,93289486,SWRHLLZ
1161,8099163,34986328,SSRCCNE
1162,8099163,7621686,SSRCCNE
1163,8099163,15669772,SSRCCNE
1164,8099163,21409004,SSRCCNE
1165,8099163,15669857,SSRCCNE
1166,7602550,15668478,SWOSEOE
1167,7602550,15670163,SWOSEOE
1168,7602550,15670248,SWOSEOE
1169,7602550,15668462,SWOSEOE
1170,7602550,7572299,SWOSEOE
1171,8268678,15669772,SSWNEHR
1172,8268678,15669763,SSWNEHR
1173,8268678,15669767,SSWNEHR
1174,8268678,15669778,SSWNEHR
1175,8268678,7624792,SSWNEHR
1176,8228587,15669861,SSNCZRL
1177,8228587,34986113,SSNCZRL
1178,8228587,15669821,SSNCZRL
1179,8228587,15668688,SSNCZRL
1180,8228587,21408942,SSNCZRL
1181,7559542,15668685,SWHEWCO
1182,7559542,15668520,SWHEWCO
1183,7559542,15668689,SWHEWCO
1184,7559542,15669780,SWHEWCO
1185,7559542,15668379,SWHEWCO
1186,7686461,15669878,SWLOHSN
1187,7686461,7624786,SWLOHSN
1188,7686461,15669790,SWLOHSN
1189,7686461,7580802,SWLOHSN
1190,7686461,15669778,SWLOHSN
1191,8124751,15668478,SSNLSZE
1192,8124751,15668381,SSNLSZE
1193,8124751,15668460,SSNLSZE
1194,8124751,21408942,SSNLSZE
1195,8124751,15668494,SSNLSZE
1196,7771245,15668462,SWNEWHL
1197,7771245,15668379,SWNEWHL
1198,7771245,15668468,SWNEWHL
1199,7771245,15668474,SWNEWHL
1200,7771245,15668688,SWNEWHL
1201,7544462,15669760,SWCRRCE
1202,7544462,15669761,SWCRRCE
1203,7544462,15669821,SWCRRCE
1204,7544462,15669780,SWCRRCE
1205,7544462,15669878,SWCRRCE
1206,8249884,15669869,SWLOHSW
1207,8249884,15669778,SWLOHSW
1208,8249884,7580823,SWLOHSW
1209,8249884,15669875,SWLOHSW
1210,8249884,15668465,SWLOHSW
1211,8091771,15668381,SSCRENS
1212,8091771,15668685,SSCRENS
1213,8091771,15669988,SSCRENS
1214,8091771,15668451,SSCRENS
1215,8091771,15669778,SSCRENS
1216,8352895,15669776,SSRSRSO
1217,8352895,15669778,SSRSRSO
1218,8352895,15669817,SSRSRSO
1219,8352895,15670267,SSRSRSO
1220,8352895,15669779,SSRSRSO
1221,7808939,15668462,SWNHESZ
1222,7808939,15669764,SWNHESZ
1223,7808939,15669773,SWNHESZ
1224,7808939,15668416,SWNHESZ
1225,7808939,15668459,SWNHESZ
1226,7480050,15668451,SWLSLOE
1227,7480050,15668465,SWLSLOE
1228,7480050,15668379,SWLSLOE
1229,7480050,15668416,SWLSLOE
1230,7480050,15668460,SWLSLOE
1231,8209695,15669772,SWOESOR
1232,8209695,15669878,SWOESOR
1233,8209695,15669832,SWOESOR
1234,8209695,15669880,SWOESOR
1235,8209695,15669821,SWOESOR
1236,7762269,15668478,SWLLWNL
1237,7762269,15668379,SWLLWNL
1238,7762269,15668462,SWLLWNL
1239,7762269,15670252,SWLLWNL
1240,7762269,15670254,SWLLWNL
1241,8113176,15668468,SSWSCEN
1242,8113176,15669910,SSWSCEN
1243,8113176,15668381,SSWSCEN
1244,8113176,7689353,SSWSCEN
1245,8113176,15668471,SSWSCEN
1246,8109885,15669863,SWCHLSS
1247,8109885,15669872,SWCHLSS
1248,8109885,15669773,SWCHLSS
1249,8109885,15669859,SWCHLSS
1250,8109885,15669817,SWCHLSS
1251,8336250,15669817,SSOCCZS
1252,8336250,15669884,SSOCCZS
1253,8336250,7574197,SSOCCZS
1254,8336250,15669870,SSOCCZS
1255,8336250,7753742,SSOCCZS
1256,7611197,15668519,SWOLLLE
1257,7611197,7587667,SWOLLLE
1258,7611197,7587661,SWOLLLE
1259,7611197,7587675,SWOLLLE
1260,7611197,7587491,SWOLLLE
1261,8075791,15669804,SWEHZZZ
1262,8075791,15669799,SWEHZZZ
1263,8075791,15669832,SWEHZZZ
1264,8075791,15669772,SWEHZZZ
1265,8075791,7675055,SWEHZZZ
1266,7801245,15669856,SWLOCLW
1267,7801245,15668379,SWLOCLW
1268,7801245,15669771,SWLOCLW
1269,7801245,15669871,SWLOCLW
1270,7801245,7586073,SWLOCLW
1271,8232216,15669760,SSSLEZO
1272,8232216,15669828,SSSLEZO
1273,8232216,7634445,SSSLEZO
1274,8232216,15669856,SSSLEZO
1275,8232216,15669761,SSSLEZO
1276,8274447,15668460,SWNNSSH
1277,8274447,15668467,SWNNSSH
1278,8274447,15668478,SWNNSSH
1279,8274447,15668383,SWNNSSH
1280,8274447,15668378,SWNNSSH
1281,7410387,15668688,SWOWNNR
1282,7410387,15668478,SWOWNNR
1283,7410387,15668379,SWOWNNR
1284,7410387,15668460,SWOWNNR
1285,7410387,15668467,SWOWNNR
1286,8228490,15669880,SWOWELS
1287,8228490,15668465,SWOWELS
1288,8228490,15668457,SWOWELS
1289,8228490,15668478,SWOWELS
1290,8228490,15669857,SWOWELS
1291,7402891,15668595,SWOLLEN
1292,7402891,15669869,SWOLLEN
1293,7402891,15668460,SWOLLEN
1294,7402891,15668468,SWOLLEN
1295,7402891,15668449,SWOLLEN
1296,7482551,15669887,SWHWNWL
1297,7482551,15669815,SWHWNWL
1298,7482551,34986125,SWHWNWL
1299,7482551,7570758,SWHWNWL
1300,7482551,7637309,SWHWNWL
1301,8120485,15668449,SWHSWOW
1302,8120485,15668465,SWHSWOW
1303,8120485,15668689,SWHSWOW
1304,8120485,15670241,SWHSWOW
1305,8120485,15668594,SWHSWOW
1306,7820348,15668381,SWLONLL
1307,7820348,15668473,SWLONLL
1308,7820348,15668375,SWLONLL
1309,7820348,15668376,SWLONLL
1310,7820348,15669866,SWLONLL
1311,8089497,15669760,SWHOECO
1312,8089497,34986125,SWHOECO
1313,8089497,15669764,SWHOECO
1314,8089497,15669861,SWHOECO
1315,8089497,15669859,SWHOECO
1316,8101260,15668460,SSNORLN
1317,8101260,15668469,SSNORLN
1318,8101260,15668378,SSNORLN
1319,8101260,15668416,SSNORLN
1320,8101260,15669780,SSNORLN
1321,8071210,15669814,SWNORRH
1322,8071210,15668379,SWNORRH
1323,8071210,15669861,SWNORRH
1324,8071210,15670267,SWNORRH
1325,8071210,15669863,SWNORRH
1326,8330753,15669869,SWLLWOS
1327,8330753,15669864,SWLLWOS
1328,8330753,15670009,SWLLWOS
1329,8330753,15669832,SWLLWOS
1330,8330753,15670267,SWLLWOS
1331,7348817,15669869,SSSELNE
1332,7348817,15669884,SSSELNE
1333,7348817,15669781,SSSELNE
1334,7348817,7689353,SSSELNE
1335,7348817,15669832,SSSELNE
1336,7607068,15669864,SWOSCER
1337,7607068,15669772,SWOSCER
1338,7607068,15669860,SWOSCER
1339,7607068,7580823,SWOSCER
1340,7607068,15669856,SWOSCER
1341,7699855,15668687,SWOHOZR
1342,7699855,15668451,SWOHOZR
1343,7699855,15668383,SWOHOZR
1344,7699855,15668455,SWOHOZR
1345,7699855,15668466,SWOHOZR
1346,8336683,15668478,SWNCNOL
1347,8336683,15668594,SWNCNOL
1348,8336683,15668688,SWNCNOL
1349,8336683,15668468,SWNCNOL
1350,8336683,15668462,SWNCNOL
1351,7435518,15670250,SSLSZZE
1352,7435518,15670162,SSLSZZE
1353,7435518,15669886,SSLSZZE
1354,7435518,15670241,SSLSZZE
1355,7435518,15670160,SSLSZZE
1356,7753069,15668416,SWLEOSS
1357,7753069,15668470,SWLEOSS
1358,7753069,15670251,SWLEOSS
1359,7753069,15670161,SWLEOSS
1360,7753069,7587495,SWLEOSS
1361,7728660,15668462,SWOZOSC
1362,7728660,15668452,SWOZOSC
1363,7728660,7574983,SWOZOSC
1364,7728660,7569807,SWOZOSC
1365,7728660,7753738,SWOZOSC
1366,7757462,15670250,SWRLWHS
1367,7757462,15670252,SWRLWHS
1368,7757462,15670144,SWRLWHS
1369,7757462,15668459,SWRLWHS
1370,7757462,93134499,SWRLWHS
1371,8106023,15668381,SSLOEEO
1372,8106023,15669856,SSLOEEO
1373,8106023,15668465,SSLOEEO
1374,8106023,15669771,SSLOEEO
1375,8106023,15670251,SSLOEEO
1376,8107580,15669824,SSZNNNN
1377,8107580,7689353,SSZNNNN
1378,8107580,15669880,SSZNNNN
1379,8107580,7580823,SSZNNNN
1380,8107580,15669814,SSZNNNN
1381,8275225,15669832,SWHECOO
1382,8275225,15669872,SWHECOO
1383,8275225,15669770,SWHECOO
1384,8275225,15669988,SWHECOO
1385,8275225,34986129,SWHECOO
1386,8157592,15669857,SSZRWON
1387,8157592,15669781,SSZRWON
1388,8157592,15669776,SSZRWON
1389,8157592,7757971,SSZRWON
1390,8157592,15669838,SSZRWON
1391,7813835,15668468,SWNLOLC
1392,7813835,7574243,SWNLOLC
1393,7813835,92435827,SWNLOLC
1394,7813835,7578353,SWNLOLC
1395,7813835,15668494,SWNLOLC
1396,7497374,15669772,SSWWZLW
1397,7497374,15669869,SSWWZLW
1398,7497374,15669862,SSWWZLW
1399,7497374,15668478,SSWWZLW
1400,7497374,15669832,SSWWZLW
1401,8158290,15669869,SSWNZEC
1402,8158290,15669856,SSWNZEC
1403,8158290,15669821,SSWNZEC
1404,8158290,15669799,SSWNZEC
1405,8158290,15669823,SSWNZEC
1406,8085797,15668685,SWRCLON
1407,8085797,15668460,SWRCLON
1408,8085797,15668451,SWRCLON
1409,8085797,15668471,SWRCLON
1410,8085797,15669881,SWRCLON
1411,8150141,15669780,SWHHSNW
1412,8150141,15669988,SWHHSNW
1413,8150141,15669786,SWHHSNW
1414,8150141,15669764,SWHHSNW
1415,8150141,15669881,SWHHSNW
1416,8073939,15668379,SSOSOEC
1417,8073939,15668688,SSOSOEC
1418,8073939,15668478,SSOSOEC
1419,8073939,15669778,SSOSOEC
1420,8073939,15669874,SSOSOEC
1421,7397712,15669866,SSSZHZE
1422,7397712,15669824,SSSZHZE
1423,7397712,15668469,SSSZHZE
1424,7397712,15669881,SSSZHZE
1425,7397712,15668477,SSSZHZE
1426,8141158,15669878,SWOCCOL
1427,8141158,15669869,SWOCCOL
1428,8141158,15669769,SWOCCOL
1429,8141158,15668687,SWOCCOL
1430,8141158,15669764,SWOCCOL
1431,8128430,15669780,SWCEHCR
1432,8128430,15668378,SWCEHCR
1433,8128430,15669880,SWCEHCR
1434,8128430,15669760,SWCEHCR
1435,8128430,15668381,SWCEHCR
1436,8189678,15668451,SWHRCNL
1437,8189678,15669864,SWHRCNL
1438,8189678,15668685,SWHRCNL
1439,8189678,15668468,SWHRCNL
1440,8189678,15668478,SWHRCNL
1441,8246331,15669857,SWHLESR
1442,8246331,15668475,SWHLESR
1443,8246331,15668688,SWHLESR
1444,8246331,7580802,SWHLESR
1445,8246331,7541573,SWHLESR
1446,8132311,92380533,SSRLWLN
1447,8132311,15669769,SSRLWLN
1448,8132311,15669762,SSRLWLN
1449,8132311,15669764,SSRLWLN
1450,8132311,7580855,SSRLWLN
1451,7703517,15669776,SWNNNNE
1452,7703517,15669861,SWNNNNE
1453,7703517,15669877,SWNNNNE
1454,7703517,92380927,SWNNNNE
1455,7703517,15669799,SWNNNNE
1456,7672439,15670251,SWLLNRL
1457,7672439,7569801,SWLLNRL
1458,7672439,15670250,SWLLNRL
1459,7672439,7572303,SWLLNRL
1460,7672439,15669773,SWLLNRL
1461,7533198,15668463,SSSZWHO
1462,7533198,15668469,SSSZWHO
1463,7533198,15668688,SSSZWHO
1464,7533198,92388167,SSSZWHO
1465,7533198,7572303,SSSZWHO
1466,8273082,15670260,SSLOLSS
1467,8273082,15668478,SSLOLSS
1468,8273082,15668468,SSLOLSS
1469,8273082,15668685,SSLOLSS
1470,8273082,15670157,SSLOLSS
1471,7703098,15669778,SWRENHO
1472,7703098,15668449,SWRENHO
1473,7703098,15669866,SWRENHO
1474,7703098,15669885,SWRENHO
1475,7703098,15669772,SWRENHO
1476,7552098,15668378,SWLRCRW
1477,7552098,15668467,SWLRCRW
1478,7552098,15668459,SWLRCRW
1479,7552098,15668375,SWLRCRW
1480,7552098,15668460,SWLRCRW
1481,8104047,15669863,SWOZECO
1482,8104047,15669814,SWOZECO
1483,8104047,15669860,SWOZECO
1484,8104047,15669878,SWOZECO
1485,8104047,15670270,SWOZECO
1486,8308098,15668462,SWCECRN
1487,8308098,15668474,SWCECRN
1488,8308098,34986126,SWCECRN
1489,8308098,15668381,SWCECRN
1490,8308098,7569802,SWCECRN
1491,7637074,15668381,SWOECCE
1492,7637074,15668685,SWOECCE
1493,7637074,15668465,SWOECCE
1494,7637074,15668459,SWOECCE
1495,7637074,15668460,SWOECCE
1496,8279863,15670267,SWNRHOZ
1497,8279863,15669862,SWNRHOZ
1498,8279863,15669769,SWNRHOZ
1499,8279863,15669778,SWNRHOZ
1500,8279863,15669767,SWNRHOZ
1501,8061560,15668688,SSWLLSL
1502,8061560,15668466,SSWLLSL
1503,8061560,7569801,SSWLLSL
1504,8061560,15668458,SSWLLSL
1505,8061560,15668379,SSWLLSL
1506,8176127,15668460,SWNLWHR
1507,8176127,15668458,SWNLWHR
1508,8176127,7572242,SWNLWHR
1509,8176127,7572240,SWNLWHR
1510,8176127,15669861,SWNLWHR
1511,8143429,15669832,SWNRSWS
1512,8143429,15669818,SWNRSWS
1513,8143429,15669761,SWNRSWS
1514,8143429,15669817,SWNRSWS
1515,8143429,7587649,SWNRSWS
1516,7431803,15668381,SSSNORC
1517,7431803,15668688,SSSNORC
1518,7431803,93141093,SSSNORC
1519,7431803,15670252,SSSNORC
1520,7431803,15670251,SSSNORC
1521,7764985,15668383,SWOHWWN
1522,7764985,15669777,SWOHWWN
1523,7764985,15669780,SWOHWWN
1524,7764985,15669776,SWOHWWN
1525,7764985,15669886,SWOHWWN
1526,8061159,15668688,SWHRRNR
1527,8061159,15668381,SWHRRNR
1528,8061159,15669880,SWHRRNR
1529,8061159,15668379,SWHRRNR
1530,8061159,15668521,SWHRRNR
1531,8320908,7594821,SWHRZHH
1532,8320908,7580823,SWHRZHH
1533,8320908,15668381,SWHRZHH
1534,8320908,15668457,SWHRZHH
1535,8320908,15668378,SWHRZHH
1536,8087471,15668457,SSCRESN
1537,8087471,7573410,SSCRESN
1538,8087471,7572306,SSCRESN
1539,8087471,34992815,SSCRESN
1540,8087471,15669878,SSCRESN
